locus	ensg_id	gene_symbol	alignment_length	gc_percent	variable_sites	parsimony_informative_sites	pct_informative_sites	gc3_bucket	resolution_bucket	rate_bucket	completeness_bucket
ENSG00000014216_CAPN1	ENSG00000014216	CAPN1	2145	59.91	917	387	18.04			slow	80
ENSG00000014257_ACPP	ENSG00000014257	ACPP	1257	48.40	772	491	39.06	GC2	70	fast	90
ENSG00000014641_MDH1	ENSG00000014641	MDH1	1005	46.48	324	190	18.91	GC3		slow	90
ENSG00000014824_SLC30A9	ENSG00000014824	SLC30A9	1716	42.25	678	374	21.79	GC3	70	slow	90
ENSG00000014914_MTMR11	ENSG00000014914	MTMR11	2109	55.10	956	462	21.91	GC2	70	slow	80
ENSG00000014919_COX15	ENSG00000014919	COX15	1242	52.79	516	301	24.24	GC2		fast	90
ENSG00000015133_CCDC88C	ENSG00000015133	CCDC88C	6072	61.08	2912	1560	25.69		70	fast	70
ENSG00000015413_DPEP1	ENSG00000015413	DPEP1	1233	61.00	660	400	32.44			fast	80
ENSG00000015520_NPC1L1	ENSG00000015520	NPC1L1	3999	61.74	2380	1461	36.53		90	slow	70
ENSG00000015532_XYLT2	ENSG00000015532	XYLT2	2598	63.49	943	480	18.48		70	slow	80
ENSG00000016082_ISL1	ENSG00000016082	ISL1	1050	55.95	231	127	12.10	GC1		slow	90
ENSG00000016391_CHDH	ENSG00000016391	CHDH	1785	63.67	860	530	29.69		70	slow	90
ENSG00000016402_IL20RA	ENSG00000016402	IL20RA	1656	47.17	1265	771	46.56	GC2	90	fast	80
ENSG00000016490_CLCA1	ENSG00000016490	CLCA1	2736	45.21	1575	1025	37.46	GC3	80	fast	90
ENSG00000016864_GLT8D1	ENSG00000016864	GLT8D1	1116	44.64	488	276	24.73	GC3		slow	90
ENSG00000017260_ATP2C1	ENSG00000017260	ATP2C1	2850	43.46	899	476	16.70	GC3		slow	90
ENSG00000017483_SLC38A5	ENSG00000017483	SLC38A5	1419	55.03	724	367	25.86	GC1	70	fast	80
ENSG00000017797_RALBP1	ENSG00000017797	RALBP1	1968	48.78	741	493	25.05	GC2	70	slow	90
ENSG00000018189_RUFY3	ENSG00000018189	RUFY3	1863	46.21	795	411	22.06	GC2	70	slow	90
ENSG00000018236_CNTN1	ENSG00000018236	CNTN1	3057	44.88	1142	731	23.91	GC3	80	slow	90
ENSG00000018280_SLC11A1	ENSG00000018280	SLC11A1	1644	59.58	787	440	26.76			fast	90
ENSG00000018408_WWTR1	ENSG00000018408	WWTR1	1203	59.84	481	246	20.45	GC1	70	slow	80
ENSG00000018510_AGPS	ENSG00000018510	AGPS	1959	44.10	817	342	17.46	GC3	70	slow	90
ENSG00000018610_CXorf56	ENSG00000018610	CXorf56	669	50.66	218	100	14.95	GC1		slow	70
ENSG00000018625_ATP1A2	ENSG00000018625	ATP1A2	3063	58.55	852	486	15.87		70	slow	70
ENSG00000018699_TTC27	ENSG00000018699	TTC27	2532	45.19	1167	621	24.53	GC3	70	fast	80
ENSG00000019102_VSIG2	ENSG00000019102	VSIG2	984	58.69	557	305	31.00	GC1	70	fast	90
ENSG00000019144_PHLDB1	ENSG00000019144	PHLDB1	4146	63.56	2006	934	22.53		70	fast	80
ENSG00000019169_MARCO	ENSG00000019169	MARCO	1572	57.83	1128	788	50.13	GC2	80	fast	80
ENSG00000019186_CYP24A1	ENSG00000019186	CYP24A1	1545	53.28	779	454	29.39	GC1	70	slow	90
ENSG00000019505_SYT13	ENSG00000019505	SYT13	1281	62.74	540	289	22.56		70	fast	90
ENSG00000019549_SNAI2	ENSG00000019549	SNAI2	807	51.43	248	169	20.94	GC2		slow	80
ENSG00000019582_CD74	ENSG00000019582	CD74	888	59.60	478	283	31.87			fast	80
ENSG00000019991_HGF	ENSG00000019991	HGF	2187	43.47	712	331	15.13	GC3	70	slow	90
ENSG00000019995_ZRANB1	ENSG00000019995	ZRANB1	2127	47.26	769	463	21.77	GC3	70	slow	90
ENSG00000020129_NCDN	ENSG00000020129	NCDN	2190	63.55	665	341	15.57		70	slow	80
ENSG00000020181_GPR124	ENSG00000020181	GPR124	3990	65.83	1987	870	21.80			fast	80
ENSG00000020256_ZFP64	ENSG00000020256	ZFP64	2046	60.21	929	561	27.42		70	fast	90
ENSG00000020426_MNAT1	ENSG00000020426	MNAT1	930	41.67	315	151	16.24	GC3		fast	90
ENSG00000020577_SAMD4A	ENSG00000020577	SAMD4A	2154	56.19	544	281	13.05	GC1	70	slow	90
ENSG00000020922_MRE11A	ENSG00000020922	MRE11A	2127	42.34	990	602	28.30	GC3	80	slow	90
ENSG00000021300_PLEKHB1	ENSG00000021300	PLEKHB1	732	63.80	267	166	22.68			slow	90
ENSG00000021488_SLC7A9	ENSG00000021488	SLC7A9	1464	53.19	647	423	28.89	GC1		fast	90
ENSG00000021574_SPAST	ENSG00000021574	SPAST	1851	47.31	804	342	18.48	GC3	70	fast	90
ENSG00000021776_AQR	ENSG00000021776	AQR	4458	43.10	1686	952	21.35	GC3	80	slow	90
ENSG00000021826_CPS1	ENSG00000021826	CPS1	4503	47.60	1604	935	20.76	GC2	80	slow	90
ENSG00000021852_C8B	ENSG00000021852	C8B	1773	49.69	969	626	35.31	GC2	80	fast	90
ENSG00000022277_RTFDC1	ENSG00000022277	RTFDC1	921	51.74	399	242	26.28	GC2		fast	90
ENSG00000022355_GABRA1	ENSG00000022355	GABRA1	1371	45.22	391	218	15.90	GC3		slow	90
ENSG00000022567_SLC45A4	ENSG00000022567	SLC45A4	2316	65.00	1141	703	30.35		70	fast	90
ENSG00000023041_ZDHHC6	ENSG00000023041	ZDHHC6	1242	43.05	512	274	22.06	GC3		slow	90
ENSG00000023171_GRAMD1B	ENSG00000023171	GRAMD1B	2217	54.04	611	358	16.15	GC1		slow	
ENSG00000023191_RNH1	ENSG00000023191	RNH1	1371	64.76	935	511	37.27		80	fast	70
ENSG00000023228_NDUFS1	ENSG00000023228	NDUFS1	2184	45.27	852	422	19.32	GC3	80	slow	90
ENSG00000023287_RB1CC1	ENSG00000023287	RB1CC1	4782	41.15	2134	1318	27.56	GC3	80	fast	90
ENSG00000023330_ALAS1	ENSG00000023330	ALAS1	1923	54.32	755	448	23.30	GC1	70	fast	80
ENSG00000023445_BIRC3	ENSG00000023445	BIRC3	1815	45.22	1174	808	44.52	GC3	80	fast	90
ENSG00000023608_SNAPC1	ENSG00000023608	SNAPC1	1110	39.97	530	296	26.67	GC3	70	slow	90
ENSG00000023697_DERA	ENSG00000023697	DERA	957	47.34	400	220	22.99	GC3		fast	90
ENSG00000023734_STRAP	ENSG00000023734	STRAP	1053	43.42	282	141	13.39	GC3		slow	90
ENSG00000023892_DEF6	ENSG00000023892	DEF6	1896	61.81	770	354	18.67			slow	90
ENSG00000023909_GCLM	ENSG00000023909	GCLM	825	44.77	305	140	16.97	GC3		fast	90
ENSG00000024048_UBR2	ENSG00000024048	UBR2	5268	42.97	2243	1148	21.79	GC3	70	fast	90
ENSG00000024526_DEPDC1	ENSG00000024526	DEPDC1	2439	37.51	1246	596	24.44	GC3	80	fast	80
ENSG00000024862_CCDC28A	ENSG00000024862	CCDC28A	813	49.26	475	241	29.64	GC2		fast	80
ENSG00000025039_RRAGD	ENSG00000025039	RRAGD	1191	45.75	434	204	17.13	GC2	70	fast	90
ENSG00000025156_HSF2	ENSG00000025156	HSF2	1608	40.44	550	237	14.74	GC3		slow	90
ENSG00000025293_PHF20	ENSG00000025293	PHF20	3042	47.83	1243	592	19.46	GC2	70	slow	90
ENSG00000025423_HSD17B6	ENSG00000025423	HSD17B6	954	52.25	537	307	32.18	GC1	70	slow	80
ENSG00000025434_NR1H3	ENSG00000025434	NR1H3	1344	58.82	518	308	22.92	GC1		fast	90
ENSG00000025772_TOMM34	ENSG00000025772	TOMM34	930	54.20	471	297	31.94	GC1	70	fast	90
ENSG00000025796_SEC63	ENSG00000025796	SEC63	2283	40.98	875	367	16.08	GC3	70	slow	80
ENSG00000025800_KPNA6	ENSG00000025800	KPNA6	1611	49.75	482	230	14.28	GC2	70	slow	90
ENSG00000026025_VIM	ENSG00000026025	VIM	1401	56.74	468	256	18.27	GC1		fast	90
ENSG00000026103_FAS	ENSG00000026103	FAS	993	43.74	785	588	59.21	GC3	70	fast	70
ENSG00000026508_CD44	ENSG00000026508	CD44	2238	50.15	1486	920	41.11	GC2	90	fast	90
ENSG00000026559_KCNG1	ENSG00000026559	KCNG1	1545	65.43	500	270	17.48			slow	80
ENSG00000026751_SLAMF7	ENSG00000026751	SLAMF7	1020	48.10	821	601	58.92	GC2	80	fast	90
ENSG00000027001_MIPEP	ENSG00000027001	MIPEP	2142	49.32	1067	709	33.10	GC2	70	fast	90
ENSG00000027075_PRKCH	ENSG00000027075	PRKCH	2052	51.62	718	415	20.22	GC1	80	fast	90
ENSG00000027644_INSRR	ENSG00000027644	INSRR	3906	61.90	1925	920	23.55		80	fast	90
ENSG00000027697_IFNGR1	ENSG00000027697	IFNGR1	1437	43.54	1139	843	58.66	GC3	80	fast	90
ENSG00000027847_B4GALT7	ENSG00000027847	B4GALT7	984	61.68	352	206	20.93			slow	80
ENSG00000027869_SH2D2A	ENSG00000027869	SH2D2A	1173	64.45	850	513	43.73		70	fast	90
ENSG00000028116_VRK2	ENSG00000028116	VRK2	1530	41.21	920	556	36.34	GC3	80	slow	90
ENSG00000028137_TNFRSF1B	ENSG00000028137	TNFRSF1B	1392	62.87	1006	637	45.76		70	fast	80
ENSG00000028203_VEZT	ENSG00000028203	VEZT	2343	43.79	1083	567	24.20	GC3	70	fast	90
ENSG00000028310_BRD9	ENSG00000028310	BRD9	1758	56.07	1037	583	33.16	GC1		slow	70
ENSG00000028528_SNX1	ENSG00000028528	SNX1	1569	51.07	598	308	19.63	GC2		slow	90
ENSG00000029363_BCLAF1	ENSG00000029363	BCLAF1	2766	42.88	557	244	8.82	GC3		slow	90
ENSG00000029364_SLC39A9	ENSG00000029364	SLC39A9	924	50.97	419	207	22.40	GC2		slow	90
ENSG00000029534_ANK1	ENSG00000029534	ANK1	5640	58.19	2352	1355	24.02	GC1	80	fast	90
ENSG00000029559_IBSP	ENSG00000029559	IBSP	963	46.80	656	411	42.68	GC3		slow	90
ENSG00000029639_TFB1M	ENSG00000029639	TFB1M	1038	48.56	517	340	32.76	GC2		fast	90
ENSG00000029725_RABEP1	ENSG00000029725	RABEP1	2589	45.90	1091	692	26.73	GC2	70	fast	90
ENSG00000030066_NUP160	ENSG00000030066	NUP160	4278	46.52	1976	1103	25.78	GC3	80	fast	90
ENSG00000030110_BAK1	ENSG00000030110	BAK1	636	60.50	319	159	25.00	GC1	70	fast	70
ENSG00000030419_IKZF2	ENSG00000030419	IKZF2	1581	49.24	296	106	6.70	GC2		slow	90
ENSG00000030582_GRN	ENSG00000030582	GRN	1779	62.69	1081	628	35.30	GC1	70	fast	80
ENSG00000031003_FAM13B	ENSG00000031003	FAM13B	2751	40.44	875	318	11.56	GC3	70	slow	90
ENSG00000031081_ARHGAP31	ENSG00000031081	ARHGAP31	4335	55.15	2377	1395	32.18	GC2	80	fast	90
ENSG00000031691_CENPQ	ENSG00000031691	CENPQ	807	37.50	524	299	37.05	GC3		fast	90
ENSG00000031698_SARS	ENSG00000031698	SARS	1611	52.55	574	327	20.30	GC1	80	slow	80
ENSG00000032219_ARID4A	ENSG00000032219	ARID4A	3780	38.92	1368	650	17.20	GC3	80	slow	90
ENSG00000032389_TSSC1	ENSG00000032389	TSSC1	1164	57.20	488	325	27.92		70	fast	90
ENSG00000032444_PNPLA6	ENSG00000032444	PNPLA6	3981	63.28	1508	843	21.18		80	fast	80
ENSG00000032742_IFT88	ENSG00000032742	IFT88	2478	40.46	952	521	21.03	GC3		fast	90
ENSG00000033030_ZCCHC8	ENSG00000033030	ZCCHC8	2127	49.32	1067	618	29.06	GC2		fast	90
ENSG00000033122_LRRC7	ENSG00000033122	LRRC7	4614	45.73	1379	661	14.33	GC3		slow	90
ENSG00000033170_FUT8	ENSG00000033170	FUT8	1728	44.95	484	251	14.53	GC3	80	slow	90
ENSG00000033178_UBA6	ENSG00000033178	UBA6	3159	39.64	1261	668	21.15	GC3	80	slow	90
ENSG00000033327_GAB2	ENSG00000033327	GAB2	1995	57.08	679	309	15.49	GC1	70	slow	
ENSG00000033627_ATP6V0A1	ENSG00000033627	ATP6V0A1	2499	48.09	777	457	18.29	GC2	70	slow	90
ENSG00000033800_PIAS1	ENSG00000033800	PIAS1	1956	45.94	532	284	14.52	GC3		slow	90
ENSG00000033867_SLC4A7	ENSG00000033867	SLC4A7	3642	44.26	1411	762	20.92	GC3		slow	90
ENSG00000034053_APBA2	ENSG00000034053	APBA2	2253	61.18	1062	561	24.90			fast	90
ENSG00000034239_EFCAB1	ENSG00000034239	EFCAB1	639	40.65	283	187	29.26	GC3		fast	90
ENSG00000034533_ASTE1	ENSG00000034533	ASTE1	2043	48.56	1284	831	40.68	GC2	70	fast	90
ENSG00000034677_RNF19A	ENSG00000034677	RNF19A	2517	43.13	851	465	18.47	GC3	70	slow	90
ENSG00000034693_PEX3	ENSG00000034693	PEX3	1122	42.03	452	261	23.26	GC3		slow	90
ENSG00000034971_MYOC	ENSG00000034971	MYOC	1512	59.67	816	463	30.62		80	fast	80
ENSG00000035115_SH3YL1	ENSG00000035115	SH3YL1	1029	44.90	584	356	34.60	GC3		fast	90
ENSG00000035403_VCL	ENSG00000035403	VCL	3405	52.71	1005	545	16.01	GC2	70	slow	90
ENSG00000035499_DEPDC1B	ENSG00000035499	DEPDC1B	1590	44.50	707	372	23.40	GC3	70	slow	90
ENSG00000035664_DAPK2	ENSG00000035664	DAPK2	1104	54.00	452	293	26.54			fast	80
ENSG00000035681_NSMAF	ENSG00000035681	NSMAF	2715	47.06	1197	793	29.21	GC2	80	fast	90
ENSG00000035687_ADSS	ENSG00000035687	ADSS	1371	43.24	444	213	15.54	GC3		slow	80
ENSG00000035720_STAP1	ENSG00000035720	STAP1	894	41.13	473	241	26.96	GC3		fast	90
ENSG00000035862_TIMP2	ENSG00000035862	TIMP2	660	57.90	292	164	24.85			fast	90
ENSG00000035928_RFC1	ENSG00000035928	RFC1	3450	42.74	1653	891	25.83	GC3	80	fast	90
ENSG00000036054_TBC1D23	ENSG00000036054	TBC1D23	2058	41.35	666	314	15.26	GC3	70	slow	90
ENSG00000036257_CUL3	ENSG00000036257	CUL3	2241	39.74	477	261	11.65	GC3	70	slow	90
ENSG00000036448_MYOM2	ENSG00000036448	MYOM2	4398	53.45	2143	1476	33.56	GC1	70	fast	80
ENSG00000036473_OTC	ENSG00000036473	OTC	1065	44.87	446	213	20.00	GC3	70	slow	90
ENSG00000036549_ZZZ3	ENSG00000036549	ZZZ3	2712	41.91	740	323	11.91	GC3	80	slow	90
ENSG00000036565_SLC18A1	ENSG00000036565	SLC18A1	1578	52.87	852	479	30.35	GC2	70	fast	90
ENSG00000036672_USP2	ENSG00000036672	USP2	1821	57.19	673	353	19.38	GC1		slow	90
ENSG00000036828_CASR	ENSG00000036828	CASR	3237	54.54	1341	757	23.39	GC1	70	slow	90
ENSG00000037042_TUBG2	ENSG00000037042	TUBG2	1356	58.68	381	198	14.60			slow	90
ENSG00000037280_FLT4	ENSG00000037280	FLT4	4092	61.54	2087	1019	24.90		80	fast	80
ENSG00000037474_NSUN2	ENSG00000037474	NSUN2	2286	53.34	1163	864	37.80	GC1	70	fast	90
ENSG00000037637_FBXO42	ENSG00000037637	FBXO42	2154	54.25	747	455	21.12	GC2	70	slow	90
ENSG00000037749_MFAP3	ENSG00000037749	MFAP3	1089	46.44	497	269	24.70	GC3	70	slow	90
ENSG00000037757_MRI1	ENSG00000037757	MRI1	1089	66.33	561	302	27.73			slow	80
ENSG00000037897_METTL1	ENSG00000037897	METTL1	831	55.00	400	205	24.67	GC1		fast	90
ENSG00000038002_AGA	ENSG00000038002	AGA	1041	48.78	566	372	35.73	GC3		fast	90
ENSG00000038219_BOD1L1	ENSG00000038219	BOD1L1	9108	49.20	6092	3998	43.90	GC3	90	fast	80
ENSG00000038274_MAT2B	ENSG00000038274	MAT2B	1005	46.36	431	229	22.79	GC3		slow	90
ENSG00000038295_TLL1	ENSG00000038295	TLL1	3042	45.21	1191	650	21.37	GC3	70	slow	90
ENSG00000038358_EDC4	ENSG00000038358	EDC4	4206	59.05	1658	959	22.80	GC1	80	fast	90
ENSG00000039068_CDH1	ENSG00000039068	CDH1	2649	52.27	1433	952	35.94	GC2	80	fast	90
ENSG00000039123_SKIV2L2	ENSG00000039123	SKIV2L2	3129	40.84	1126	623	19.91	GC3	80	slow	90
ENSG00000039139_DNAH5	ENSG00000039139	DNAH5	13875	46.48	5565	2936	21.16	GC2	90	slow	
ENSG00000039319_ZFYVE16	ENSG00000039319	ZFYVE16	4641	38.23	2574	1214	26.16	GC3	90	slow	90
ENSG00000039523_FAM65A	ENSG00000039523	FAM65A	3615	59.99	1944	1054	29.16	GC1	80	slow	80
ENSG00000039537_C6	ENSG00000039537	C6	2805	45.63	1679	1063	37.90	GC3	80	fast	90
ENSG00000039560_RAI14	ENSG00000039560	RAI14	2943	48.18	1499	881	29.94	GC2	70	fast	90
ENSG00000039600_SOX30	ENSG00000039600	SOX30	2265	56.02	1199	601	26.53	GC2	70	fast	90
ENSG00000039650_PNKP	ENSG00000039650	PNKP	1566	62.79	849	486	31.03			fast	90
ENSG00000040199_PHLPP2	ENSG00000040199	PHLPP2	3960	49.33	1610	956	24.14	GC2	80	fast	90
ENSG00000040275_SPDL1	ENSG00000040275	SPDL1	1815	40.42	953	462	25.45	GC3	80	fast	80
ENSG00000040341_STAU2	ENSG00000040341	STAU2	1713	44.26	515	250	14.59	GC3		slow	90
ENSG00000040487_PQLC2	ENSG00000040487	PQLC2	876	60.87	435	236	26.94			fast	80
ENSG00000040531_CTNS	ENSG00000040531	CTNS	1167	50.96	589	365	31.28	GC1	70	slow	90
ENSG00000040731_CDH10	ENSG00000040731	CDH10	2367	45.34	771	442	18.67	GC3		fast	90
ENSG00000040933_INPP4A	ENSG00000040933	INPP4A	2934	55.92	1114	606	20.65	GC1		slow	90
ENSG00000041353_RAB27B	ENSG00000041353	RAB27B	657	45.81	236	146	22.22	GC3		slow	90
ENSG00000041802_LSG1	ENSG00000041802	LSG1	1980	48.34	1052	705	35.61	GC2	80	fast	90
ENSG00000041880_PARP3	ENSG00000041880	PARP3	1599	58.93	950	453	28.33		70	slow	70
ENSG00000041982_TNC	ENSG00000041982	TNC	6606	57.66	3202	1929	29.20	GC1	80	slow	90
ENSG00000041988_THAP3	ENSG00000041988	THAP3	720	62.73	472	261	36.25		70	fast	70
ENSG00000042062_FAM65C	ENSG00000042062	FAM65C	2841	62.43	1561	848	29.85		80	fast	80
ENSG00000042088_TDP1	ENSG00000042088	TDP1	1827	50.59	918	600	32.84	GC2		fast	90
ENSG00000042286_AIFM2	ENSG00000042286	AIFM2	1122	58.79	621	340	30.30		70	fast	90
ENSG00000042317_SPATA7	ENSG00000042317	SPATA7	1806	42.72	1295	822	45.51	GC3	80	fast	90
ENSG00000042429_MED17	ENSG00000042429	MED17	1956	46.83	634	394	20.14	GC2		slow	90
ENSG00000042445_RETSAT	ENSG00000042445	RETSAT	1830	57.47	1043	648	35.41	GC1	70	fast	90
ENSG00000042813_ZPBP	ENSG00000042813	ZPBP	1056	43.84	580	334	31.63	GC3	70	fast	90
ENSG00000042832_TG	ENSG00000042832	TG	8316	57.32	4921	2998	36.05	GC1	90	slow	
ENSG00000042980_ADAM28	ENSG00000042980	ADAM28	2334	44.39	1456	929	39.80	GC3	90	fast	90
ENSG00000043039_BARX2	ENSG00000043039	BARX2	840	60.06	383	225	26.79	GC1		fast	90
ENSG00000043143_JADE2	ENSG00000043143	JADE2	2484	60.93	948	531	21.38		70	slow	90
ENSG00000043355_ZIC2	ENSG00000043355	ZIC2	1590	67.65	444	192	12.08			slow	
ENSG00000043462_LCP2	ENSG00000043462	LCP2	1602	52.58	839	510	31.84	GC2	70	fast	90
ENSG00000043514_TRIT1	ENSG00000043514	TRIT1	1404	48.78	654	357	25.43	GC2	70	slow	90
ENSG00000044090_CUL7	ENSG00000044090	CUL7	5091	61.17	2401	1254	24.63		80	fast	80
ENSG00000044115_CTNNA1	ENSG00000044115	CTNNA1	2721	50.50	839	460	16.91	GC2	70	slow	90
ENSG00000044446_PHKA2	ENSG00000044446	PHKA2	3708	52.22	1494	849	22.90	GC1	70	fast	90
ENSG00000044459_CNTLN	ENSG00000044459	CNTLN	4221	40.07	2424	1118	26.49	GC3	70	slow	70
ENSG00000046604_DSG2	ENSG00000046604	DSG2	3360	46.50	2210	1519	45.21	GC3	80	fast	90
ENSG00000046647_GEMIN8	ENSG00000046647	GEMIN8	726	60.49	480	344	47.38	GC1	70	fast	80
ENSG00000046651_OFD1	ENSG00000046651	OFD1	3033	44.97	2242	1448	47.74	GC3	70	fast	90
ENSG00000046653_GPM6B	ENSG00000046653	GPM6B	987	52.41	318	192	19.45	GC1		slow	90
ENSG00000046889_PREX2	ENSG00000046889	PREX2	4821	44.79	1962	1064	22.07	GC3	80	slow	90
ENSG00000047056_WDR37	ENSG00000047056	WDR37	1488	51.82	617	420	28.23	GC2	70	fast	90
ENSG00000047188_YTHDC2	ENSG00000047188	YTHDC2	4293	42.48	1568	743	17.31	GC3	70	fast	90
ENSG00000047230_CTPS2	ENSG00000047230	CTPS2	1761	45.82	768	427	24.25	GC2		fast	90
ENSG00000047249_ATP6V1H	ENSG00000047249	ATP6V1H	1452	44.74	461	296	20.39	GC2	70	slow	90
ENSG00000047315_POLR2B	ENSG00000047315	POLR2B	3525	41.93	1041	608	17.25	GC3	70	slow	90
ENSG00000047346_FAM214A	ENSG00000047346	FAM214A	3234	39.97	1735	927	28.66	GC3	90	slow	90
ENSG00000047365_ARAP2	ENSG00000047365	ARAP2	5115	40.64	2514	1451	28.37	GC3	90	fast	90
ENSG00000047410_TPR	ENSG00000047410	TPR	7092	42.49	2423	1351	19.05	GC3	90	slow	90
ENSG00000047457_CP	ENSG00000047457	CP	3198	43.63	1738	1108	34.65	GC3	80	fast	90
ENSG00000047579_DTNBP1	ENSG00000047579	DTNBP1	1056	53.17	590	338	32.01	GC1		fast	80
ENSG00000047597_XK	ENSG00000047597	XK	1335	52.12	766	458	34.31	GC1	80	slow	90
ENSG00000047617_ANO2	ENSG00000047617	ANO2	3000	52.16	1225	713	23.77	GC1	70	slow	70
ENSG00000047621_C12orf4	ENSG00000047621	C12orf4	1659	42.54	712	389	23.45	GC3		slow	90
ENSG00000047648_ARHGAP6	ENSG00000047648	ARHGAP6	2382	55.21	1154	678	28.46	GC1	80	slow	90
ENSG00000047662_FAM184B	ENSG00000047662	FAM184B	3204	59.05	1912	1015	31.68		70	fast	90
ENSG00000047849_MAP4	ENSG00000047849	MAP4	3369	53.62	2106	1237	36.72	GC2	80	fast	80
ENSG00000047932_GOPC	ENSG00000047932	GOPC	1392	47.60	552	293	21.05	GC3		slow	90
ENSG00000047936_ROS1	ENSG00000047936	ROS1	7005	44.19	3979	2171	30.99	GC3	90	fast	90
ENSG00000048028_USP28	ENSG00000048028	USP28	3192	47.31	1406	805	25.22	GC2	80	fast	90
ENSG00000048052_HDAC9	ENSG00000048052	HDAC9	3207	50.37	1028	464	14.47	GC2	70	fast	90
ENSG00000048342_CC2D2A	ENSG00000048342	CC2D2A	4854	48.38	2520	1582	32.59	GC2	70	fast	90
ENSG00000048392_RRM2B	ENSG00000048392	RRM2B	1056	41.30	391	193	18.28	GC3		slow	90
ENSG00000048405_ZNF800	ENSG00000048405	ZNF800	1995	38.26	448	153	7.67	GC3		slow	90
ENSG00000048544_MRPS10	ENSG00000048544	MRPS10	606	42.46	277	147	24.26	GC3		fast	80
ENSG00000048649_RSF1	ENSG00000048649	RSF1	4323	43.77	1957	1017	23.53	GC3	80	slow	90
ENSG00000048707_VPS13D	ENSG00000048707	VPS13D	13170	48.92	5393	3190	24.22	GC2	80	slow	90
ENSG00000048740_CELF2	ENSG00000048740	CELF2	1491	53.87	308	172	11.54	GC1		fast	90
ENSG00000048828_FAM120A	ENSG00000048828	FAM120A	3126	55.55	1091	678	21.69	GC2	80	fast	90
ENSG00000048991_R3HDM1	ENSG00000048991	R3HDM1	3303	46.68	1146	512	15.50	GC3	70	slow	90
ENSG00000049089_COL9A2	ENSG00000049089	COL9A2	2067	68.16	956	559	27.04	GC2	80	fast	90
ENSG00000049130_KITLG	ENSG00000049130	KITLG	822	40.10	356	209	25.43	GC3	80	slow	90
ENSG00000049167_ERCC8	ENSG00000049167	ERCC8	1191	42.35	439	227	19.06	GC3		slow	90
ENSG00000049192_ADAMTS6	ENSG00000049192	ADAMTS6	3354	46.10	909	365	10.88	GC3	70	slow	90
ENSG00000049239_H6PD	ENSG00000049239	H6PD	2391	62.95	1172	687	28.73		70	slow	80
ENSG00000049249_TNFRSF9	ENSG00000049249	TNFRSF9	768	50.52	566	382	49.74	GC2		fast	90
ENSG00000049283_EPN3	ENSG00000049283	EPN3	1932	64.38	971	471	24.38		70	fast	70
ENSG00000049323_LTBP1	ENSG00000049323	LTBP1	4827	51.56	1913	1081	22.39	GC2	80	fast	80
ENSG00000049449_RCN1	ENSG00000049449	RCN1	969	51.25	323	170	17.54	GC1		fast	90
ENSG00000049541_RFC2	ENSG00000049541	RFC2	1059	54.21	471	277	26.16	GC1		fast	90
ENSG00000049618_ARID1B	ENSG00000049618	ARID1B	5334	58.46	1915	1172	21.97	GC1	80	fast	80
ENSG00000049759_NEDD4L	ENSG00000049759	NEDD4L	2925	49.78	976	655	22.39	GC2		fast	90
ENSG00000049768_FOXP3	ENSG00000049768	FOXP3	1296	62.22	586	283	21.84		70	fast	80
ENSG00000049769_PPP1R3F	ENSG00000049769	PPP1R3F	2388	64.74	1087	517	21.65	GC1	80	slow	70
ENSG00000049860_HEXB	ENSG00000049860	HEXB	1596	45.38	974	630	39.47	GC3	80	fast	70
ENSG00000049883_PTCD2	ENSG00000049883	PTCD2	1167	44.36	724	447	38.30	GC2	70	fast	90
ENSG00000050030_KIAA2022	ENSG00000050030	KIAA2022	4548	44.66	2160	1080	23.75	GC3	90	slow	80
ENSG00000050165_DKK3	ENSG00000050165	DKK3	1050	60.47	554	283	26.95		70	fast	90
ENSG00000050344_NFE2L3	ENSG00000050344	NFE2L3	2091	48.98	1511	840	40.17	GC3	80	fast	90
ENSG00000050405_LIMA1	ENSG00000050405	LIMA1	2283	49.13	1314	801	35.09	GC2	80	fast	90
ENSG00000050426_LETMD1	ENSG00000050426	LETMD1	1083	48.95	542	293	27.05	GC2	70	slow	90
ENSG00000050438_SLC4A8	ENSG00000050438	SLC4A8	3276	50.13	1208	703	21.46	GC2		slow	90
ENSG00000050555_LAMC3	ENSG00000050555	LAMC3	4641	65.02	2679	1363	29.37		70	fast	70
ENSG00000050730_TNIP3	ENSG00000050730	TNIP3	963	45.99	671	395	41.02	GC2	80	fast	90
ENSG00000050748_MAPK9	ENSG00000050748	MAPK9	1275	43.70	406	249	19.53	GC3		slow	90
ENSG00000050820_BCAR1	ENSG00000050820	BCAR1	2613	65.66	1088	642	24.57		70	fast	80
ENSG00000051009_FAM160A2	ENSG00000051009	FAM160A2	2961	60.66	1103	488	16.48	GC1	80	slow	70
ENSG00000051108_HERPUD1	ENSG00000051108	HERPUD1	1176	54.93	549	317	26.96	GC2		slow	90
ENSG00000051180_RAD51	ENSG00000051180	RAD51	1020	47.79	387	169	16.57	GC3		slow	80
ENSG00000051382_PIK3CB	ENSG00000051382	PIK3CB	3213	41.73	1081	591	18.39	GC3	90	slow	90
ENSG00000051620_HEBP2	ENSG00000051620	HEBP2	618	49.94	294	159	25.73	GC2		slow	70
